time,model_id,model_name,port_name,data,,,,,,,,,,,,,,
18,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
18,19,(3,2),outputNeighborhood,<2,1,0,0,1>,,,,,,,,,
18,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
18,20,(4,2),outputNeighborhood,<1,1,0,0,1>,,,,,,,,,
18,20,(4,2),,<1,0,0,0,1>,,,,,,,,,
18,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
18,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
18,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
18,9,(3,1),outputNeighborhood,<2.5,0,0,0,0>,,,,,,,,,
18,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
18,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
18,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
18,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
18,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
18,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
18,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
18,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
18,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
18,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
18,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
18,20,(4,2),outputNeighborhood,<1,0,0,0,0>,,,,,,,,,
18,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
19,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
19,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
19,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
19,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
19,13,(2,2),,<3,0,0,0,0>,,,,P,,,,,
19,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
19,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
19,19,(3,2),outputNeighborhood,<2,1,7,0,1>,,,,,,,,,
19,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
19,20,(4,2),outputNeighborhood,<1,0,0,0,1>,,,,,,,,,
19,20,(4,2),,<1,0,0,2,0>,,,,,,,,,
19,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
19,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
19,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
19,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
19,19,(3,2),,<2,0,0,0,1>,,,,,,,,,
19,20,(4,2),outputNeighborhood,<1,0,0,2,0>,,,,,,,,,
19,20,(4,2),,<1,1,0,0,1>,,,,,,,,,
20,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
20,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
20,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
20,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
20,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
20,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
20,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
20,19,(3,2),outputNeighborhood,<2,0,0,0,1>,,,,,,,,,
20,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
20,20,(4,2),outputNeighborhood,<1,1,0,0,1>,,,,,,,,,
20,20,(4,2),,<1,0,0,0,1>,,,,,,,,,
20,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
20,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
20,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
20,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
20,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
20,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
20,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
20,19,(3,2),outputNeighborhood,<2,0,0,0,0>,,,,,,,,,
20,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
20,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
20,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
20,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
20,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
20,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
20,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
20,20,(4,2),outputNeighborhood,<1,0,0,0,0>,,,,,,,,,
20,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
21,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
21,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
21,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
21,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
21,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
21,20,(4,2),outputNeighborhood,<1,0,0,0,1>,,,,,,,,,
21,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
21,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
21,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
21,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
21,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
21,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
21,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
21,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
21,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
21,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
21,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
21,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
21,12,(0,2),,<500,2,0,0,0>,,,,,,,,,
21,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
21,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
21,15,(1,0),,<500,2,0,0,0>,,,,,,,,,
21,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
21,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
21,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
21,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
21,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
21,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
21,22,(0,0),,<500,2,0,0,0>,,,,,,,,,
21,23,(0,1),,<500,2,0,0,0>,,,,,,,,,
21,24,(0,4),,<500,2,0,0,0>,,,,,,,,,
21,25,(0,3),,<500,2,0,0,0>,,,,,,,,,
